学校コード,学校種,都道府県番号,設置区分１,本分校,学校名,学校所在地,郵便番号,属性情報設定年月日,属性情報廃止年月日,旧学校調査番号,移行後の学校コード
F121110105976,F1,21,1,1,岐阜大学,岐阜市柳戸１－１,5011193,2021-01-20,,0252,
F121210105983,F1,21,2,1,岐阜薬科大学,岐阜市大学西１－２５－４,5011196,2021-01-20,,1184,
F121210105992,F1,21,2,1,岐阜県立看護大学,羽島市江吉良町字神宮３０４７番１,5016295,2021-01-20,,1185,
F121210106009,F1,21,2,1,情報科学芸術大学院大学,大垣市領家町３丁目９５番１,5030014,2021-01-20,,1186,
F121310106016,F1,21,3,1,中京学院大学,中津川市千旦林１－１０４,5099195,2021-01-20,,2431,
F121310106025,F1,21,3,1,岐阜協立大学,大垣市北方町５－５０,5030019,2021-01-20,,2432,
F121310106034,F1,21,3,1,岐阜女子大学,岐阜市太郎丸８０,5012592,2021-01-20,,2433,
F121310106043,F1,21,3,1,朝日大学,瑞穂市穂積１８５１番地の１,5010296,2021-01-20,,2434,
F121310106052,F1,21,3,1,岐阜聖徳学園大学,岐阜市柳津町高桑西１－１,5016194,2021-01-20,,2435,
F121310106061,F1,21,3,1,東海学院大学,各務原市那加桐野町５－６８,5048511,2021-01-20,,2436,
F121310106070,F1,21,3,1,中部学院大学,関市桐ヶ丘２－１,5013993,2021-01-20,,2437,
F121310106089,F1,21,3,1,岐阜医療科学大学,関市市平賀字長峰７９５番地の１,5013822,2021-01-20,,2438,
F121310106098,F1,21,3,1,岐阜保健大学,岐阜市東鶉２－９２,5008281,2021-01-20,,2439,
F221210106106,F2,21,2,1,岐阜市立女子短期大学,岐阜市一日市場北町７－１,5010192,2021-01-20,,4456,
F221310106113,F2,21,3,1,中部学院大学短期大学部,関市桐ヶ丘２－１,5013936,2021-01-20,,5432,
F221310106122,F2,21,3,1,岐阜聖徳学園大学短期大学部,岐阜市中鶉１－３８,5008288,2021-01-20,,5434,
F221310106131,F2,21,3,1,正眼短期大学,美濃加茂市伊深町８７６－１０,5050008,2021-01-20,,5435,
F221310106140,F2,21,3,1,中京学院大学短期大学部,瑞浪市土岐町２２１６,5096192,2021-01-20,,5436,
F221310106159,F2,21,3,1,東海学院大学短期大学部,各務原市那加桐野町２－４３,5048504,2021-01-20,,5437,
F221310106168,F2,21,3,1,中日本自動車短期大学,加茂郡坂祝町深萱１３０１,5050077,2021-01-20,,5438,
F221310106177,F2,21,3,1,大垣女子短期大学,大垣市西之川町１－１０９,5038554,2021-01-20,,5439,
F221310106186,F2,21,3,1,高山自動車短期大学,高山市下林町１１５５,5060059,2021-01-20,,5440,
F221310106195,F2,21,3,1,岐阜保健大学短期大学部,岐阜市東鶉２丁目９２番地,5008281,2021-01-20,,5442,
F221310106202,F2,21,3,1,平成医療短期大学,岐阜市黒野１８０番地,5011131,2021-01-20,,5443,
G121110106214,G1,21,1,1,岐阜工業高等専門学校,本巣市上真桑２２３６－２,5010495,2021-01-20,,6596,
F122110106224,F1,22,1,1,静岡大学,静岡市駿河区大谷８３６,4228017,2021-01-20,,0256,
F122110106233,F1,22,1,1,浜松医科大学,浜松市東区半田山１丁目２０番地１号,4313192,2021-01-20,,0412,
F122210106240,F1,22,2,1,静岡県立農林環境専門職大学,磐田市富丘678-1 ,4388577,2021-01-20,,1189,
F122210106259,F1,22,2,1,静岡県立大学,静岡市駿河区谷田５２－１,4228526,2021-01-20,,1190,
F122210106268,F1,22,2,1,静岡文化芸術大学,浜松市中央区中央２－１－１,4308533,2021-01-20,,1193,
F122210111877,F1,22,2,1,静岡社会健康医学大学院大学,静岡市葵区北安東4-27-2,4200881,2021-05-27,,1194,
F122310106275,F1,22,3,1,光産業創成大学院大学,浜松市西区呉松町１９５５番１,4311202,2021-01-20,,2448,
F122310106284,F1,22,3,1,静岡福祉大学,焼津市本中根５４９番１,4258611,2021-01-20,,2449,
F122310106293,F1,22,3,1,浜松学院大学,浜松市中区布橋三丁目２番３号,4328012,2021-01-20,,2450,
F122310106300,F1,22,3,1,静岡英和学院大学,静岡市駿河区池田１７６９番地,4228545,2021-01-20,,2451,
F122310106319,F1,22,3,1,常葉大学,静岡市駿河区弥生町６番１号,4228581,2021-01-20,,2452,
F122310106328,F1,22,3,1,静岡理工科大学,袋井市豊沢２２００－２,4378555,2021-01-20,,2454,
F122310106337,F1,22,3,1,聖隷クリストファー大学,浜松市北区三方原町３４５３,4338558,2021-01-20,,2455,
F122310106346,F1,22,3,1,静岡産業大学,藤枝市駿河台４－１－１,4268668,2021-01-20,,2456,
F222210106356,F2,22,2,1,静岡県立農林環境専門職大学短期大学部,磐田市富丘678-1 ,4388577,2021-01-20,,4459,
F222210106365,F2,22,2,1,静岡県立大学短期大学部,静岡市駿河区小鹿２丁目２－１,4228021,2021-01-20,,4461,
F222310106372,F2,22,3,9,東海大学短期大学部,静岡市葵区宮前町１０１,4208511,2021-01-20,2022-05-01,5225,
F222310106381,F2,22,3,1,静岡英和学院大学短期大学部,静岡市駿河区池田１７６９番地,4228545,2021-01-20,,5451,
F222310106390,F2,22,3,1,常葉大学短期大学部,静岡市駿河区弥生町６番１号,4228581,2021-01-20,,5452,
F222310106407,F2,22,3,1,浜松学院大学短期大学部,浜松市中区住吉２－３－１,4300906,2021-01-20,,5453,
G122110106419,G1,22,1,1,沼津工業高等専門学校,沼津市大岡３６００,4100022,2021-01-20,,6600,
F123110106429,F1,23,1,1,名古屋大学,名古屋市千種区不老町,4648601,2021-01-20,,0260,
F123110106438,F1,23,1,1,名古屋工業大学,名古屋市昭和区御器所町,4668555,2021-01-20,,0264,
F123110106447,F1,23,1,1,愛知教育大学,刈谷市井ケ谷町広沢１,4488542,2021-01-20,,0268,
F123110106456,F1,23,1,1,豊橋技術科学大学,豊橋市天伯町字雲雀ケ丘１－１,4418122,2021-01-20,,0436,
F123210106463,F1,23,2,1,名古屋市立大学,名古屋市瑞穂区瑞穂町字川澄１,4678601,2021-01-20,,1204,
F123210106472,F1,23,2,1,愛知県立芸術大学,長久手市岩作三ケ峯１－１１４,4801194,2021-01-20,,1208,
F123210106481,F1,23,2,1,愛知県立大学,長久手市茨ケ廻間１５２２－３,4801198,2021-01-20,,1217,
F123310106498,F1,23,3,1,愛知工科大学,蒲郡市西迫町馬乗５０－２,4430047,2021-01-20,,2459,
F123310106504,F1,23,3,1,名古屋産業大学,尾張旭市新居町山の田３２５５番地の５,4880076,2021-01-20,,2460,
F123310106513,F1,23,3,1,人間環境大学,岡崎市本宿町字上三本松６番２,4443505,2021-01-20,,2461,
F123310106522,F1,23,3,1,名古屋文理大学,稲沢市稲沢町前田３６５番地,4928520,2021-01-20,,2462,
F123310106531,F1,23,3,1,愛知みずほ大学,名古屋市瑞穂区春敲町2-13,4670867,2021-01-20,,2463,
F123310106540,F1,23,3,1,愛知学院大学,日進市岩崎町阿良池１２,4700195,2021-01-20,,2464,
F123310106559,F1,23,3,1,愛知工業大学,豊田市八草町八千草１２４７,4700392,2021-01-20,,2465,
F123310106568,F1,23,3,1,金城学院大学,名古屋市守山区大森２－１７２３,4638521,2021-01-20,,2466,
F123310106577,F1,23,3,1,椙山女学園大学,名古屋市千種区星が丘元町１７－３,4648662,2021-01-20,,2467,
F123310106586,F1,23,3,1,大同大学,名古屋市南区滝春町１０－３,4578530,2021-01-20,,2468,
F123310106595,F1,23,3,1,中京大学,名古屋市昭和区八事本町１０１－２,4668666,2021-01-20,,2469,
F123310106602,F1,23,3,1,同朋大学,名古屋市中村区稲葉地町７－１,4530841,2021-01-20,,2470,
F123310106611,F1,23,3,1,名古屋学院大学,名古屋市熱田区熱田西町１－２５,4568612,2021-01-20,,2471,
F123310106620,F1,23,3,1,名古屋商科大学,日進市米野木町三ヶ峯４の４,4700111,2021-01-20,,2472,
F123310106639,F1,23,3,1,名古屋女子大学,名古屋市瑞穂区汐路町３－４０,4678610,2021-01-20,,2473,
F123310106648,F1,23,3,1,南山大学,名古屋市昭和区山里町１８,4668673,2021-01-20,,2474,
F123310106657,F1,23,3,1,日本福祉大学,知多郡美浜町大字奥田字会下前３５－６,4703295,2021-01-20,,2475,
F123310106666,F1,23,3,1,名城大学,名古屋市天白区塩釜口一丁目５０１番地,4688502,2021-01-20,,2476,
F123310106675,F1,23,3,1,名古屋音楽大学,名古屋市中村区稲葉地町７－１,4530841,2021-01-20,,2477,
F123310106684,F1,23,3,1,豊田工業大学,名古屋市天白区久方２ー１２ー１,4688511,2021-01-20,,2478,
F123310106693,F1,23,3,1,名古屋外国語大学,日進市岩崎町竹ノ山５７,4700197,2021-01-20,,2479,
F123310106700,F1,23,3,1,名古屋造形大学,小牧市大字大草字年上坂６００４,4850802,2021-01-20,,2480,
F123310106719,F1,23,3,1,愛知産業大学,岡崎市岡町字原山１２－５,4440005,2021-01-20,,2481,
F123310106728,F1,23,3,1,東海学園大学,みよし市福谷町西ノ洞２１番地２３３,4700207,2021-01-20,,2482,
F123310106737,F1,23,3,1,豊橋創造大学,豊橋市牛川町字松下２０－１,4408511,2021-01-20,,2483,
F123310106746,F1,23,3,1,愛知東邦大学,名古屋市名東区平和が丘三丁目１１番地,4658515,2021-01-20,,2484,
F123310106755,F1,23,3,1,星城大学,東海市富貴ノ台二丁目１７２番地,4768588,2021-01-20,,2485,
F123310106764,F1,23,3,1,愛知文教大学,小牧市大草５９６９－３,4858565,2021-01-20,,2486,
F123310106773,F1,23,3,1,桜花学園大学,豊明市栄町武侍４８,4701193,2021-01-20,,2487,
F123310106782,F1,23,3,1,愛知大学,豊橋市町畑町字町畑１－１,4418522,2021-01-20,,2488,
F123310106791,F1,23,3,1,愛知学泉大学,岡崎市舳越町上川成２８番地,4448520,2021-01-20,,2489,
F123310106808,F1,23,3,1,至学館大学,大府市横根町名高山５５,4740011,2021-01-20,,2490,
F123310106817,F1,23,3,1,中部大学,春日井市松本町１２００,4878501,2021-01-20,,2491,
F123310106826,F1,23,3,1,藤田医科大学,豊明市沓掛町田楽ケ窪１－９８,4701101,2021-01-20,,2492,
F123310106835,F1,23,3,1,名古屋芸術大学,北名古屋市熊之庄古井２８１,4810006,2021-01-20,,2493,
F123310106844,F1,23,3,1,愛知医科大学,長久手市岩作雁又１番地１,4801195,2021-01-20,,2494,
F123310106853,F1,23,3,1,愛知淑徳大学,長久手市片平二丁目９,4801197,2021-01-20,,2495,
F123310106862,F1,23,3,1,名古屋経済大学,犬山市字内久保６１ー１,4848504,2021-01-20,,2496,
F123310106871,F1,23,3,1,名古屋学芸大学,日進市岩崎町竹ノ山５７番地,4700196 ,2021-01-20,,2499,
F123310106880,F1,23,3,1,日本赤十字豊田看護大学,豊田市白山町七曲１２番３３,4718565,2021-01-20,,2501,
F123310106899,F1,23,3,1,修文大学,一宮市日光町６番地,4910938,2021-01-20,,2502,
F123310106906,F1,23,3,1,岡崎女子大学,岡崎市中町１－８－４,4440015,2021-01-20,,2503,
F123310106915,F1,23,3,1,一宮研伸大学,一宮市常願通５－４－１,4910063,2021-01-20,,2504,
F123310106924,F1,23,3,1,名古屋柳城女子大学 ,名古屋市昭和区明月町2-54 ,4660034,2021-01-20,,2505,
F123310111883,F1,23,3,1,名古屋国際工科専門職大学,名古屋市中村区名駅４－２７－１,4500002,2021-05-27,,2506,
F223310106932,F2,23,3,1,豊橋創造大学短期大学部,豊橋市牛川町字松下２０－１,4405812,2021-01-20,,5463,
F223310106941,F2,23,3,1,愛知学院大学短期大学部,名古屋市千種区楠元町１－１００,4640037,2021-01-20,,5464,
F223310106950,F2,23,3,1,名古屋文理大学短期大学部,名古屋市西区笹塚町２－１,4510077,2021-01-20,,5471,
F223310106969,F2,23,3,1,名古屋女子大学短期大学部,名古屋市瑞穂区汐路町３－４０,4678610,2021-01-20,,5473,
F223310106978,F2,23,3,1,名古屋短期大学,豊明市栄町武侍４８,4701161,2021-01-20,,5475,
F223310106987,F2,23,3,9,南山大学短期大学部,名古屋市昭和区山里町１８,4668673,2021-01-20,2021-05-27,5476,
F223310106996,F2,23,3,1,愛知みずほ短期大学,名古屋市瑞穂区春敲町２－１３,4670867,2021-01-20,,5478,
F223310107003,F2,23,3,1,名古屋柳城短期大学,名古屋市昭和区明月町２－５４,4660034,2021-01-20,,5480,
F223310107012,F2,23,3,1,名古屋文化短期大学,名古屋市東区葵１－１７－８,4618610,2021-01-20,,5481,
F223310107021,F2,23,3,1,愛知産業大学短期大学,岡崎市岡町字原山１２－５,4440005,2021-01-20,,5484,
F223310107030,F2,23,3,1,愛知工科大学自動車短期大学,蒲郡市西迫町馬乗５０番地２,4430047,2021-01-20,,5485,
F223310107049,F2,23,3,1,愛知大学短期大学部,豊橋市町畑町字町畑１－１,4418522,2021-01-20,,5489,
F223310107058,F2,23,3,1,愛知学泉短期大学,岡崎市舳越町字上川成２８,4440902,2021-01-20,,5490,
F223310107067,F2,23,3,1,修文大学短期大学部,一宮市日光町６,4910938,2021-01-20,,5491,
F223310107076,F2,23,3,1,愛知文教女子短期大学,稲沢市稲葉２－９－１７,4928521,2021-01-20,,5493,
F223310107085,F2,23,3,1,岡崎女子短期大学,岡崎市中町１－８－４,4440015,2021-01-20,,5494,
F223310107094,F2,23,3,1,至学館大学短期大学部,大府市横根町名高山５５,4740011,2021-01-20,,5495,
F223310107101,F2,23,3,1,名古屋経営短期大学,尾張旭市新居町山の田３２５５の５,4880076,2021-01-20,,5498,
F223310107110,F2,23,3,1,愛知江南短期大学,江南市高屋町大松原１７２,4838086,2021-01-20,,5501,
F223310107129,F2,23,3,1,愛知医療学院短期大学,清須市一場神明前５１９,4520931,2021-01-20,,5506,
G123110107131,G1,23,1,1,豊田工業高等専門学校,豊田市栄生町２－１,4710067,2021-01-20,,6604,
F124110107141,F1,24,1,1,三重大学,津市栗真町屋町1577,5148507,2021-01-20,,0272,
F124210107158,F1,24,2,1,三重県立看護大学,津市夢が丘一丁目１－１,5140116,2021-01-20,,1215,
F124310107165,F1,24,3,1,四日市大学,四日市市萱生町１２００,5128512,2021-01-20,,2498,
F124310107174,F1,24,3,1,皇學館大学,伊勢市神田久志本町１７０４,5168555,2021-01-20,,2517,
F124310107183,F1,24,3,1,鈴鹿医療科学大学,鈴鹿市岸岡町１００１－１,5100293,2021-01-20,,2518,
F124310107192,F1,24,3,1,鈴鹿大学,鈴鹿市郡山町６６３－２２２,5100298,2021-01-20,,2519,
F124310107209,F1,24,3,1,四日市看護医療大学,四日市市萱生町１２００番地,5128045,2021-01-20,,2520,
F224210107219,F2,24,2,1,三重短期大学,津市一身田中野１５７,5140112,2021-01-20,,4480,
F224310107226,F2,24,3,1,鈴鹿大学短期大学部,鈴鹿市郡山町６６３－２２２,5100298,2021-01-20,,5519,
F224310107235,F2,24,3,1,高田短期大学,津市一身田豊野１９５,5140115,2021-01-20,,5520,
F224310107244,F2,24,3,1,ユマニテク短期大学,四日市市南浜田町４－２１,5100066,2021-01-20,,5522,
G124110107256,G1,24,1,1,鈴鹿工業高等専門学校,鈴鹿市白子町,5100294,2021-01-20,,6608,
G124110107265,G1,24,1,1,鳥羽商船高等専門学校,鳥羽市池上町１－１,5178501,2021-01-20,,6612,
G124310107270,G1,24,3,1,近畿大学工業高等専門学校,名張市春日丘７番町１番地,5180459,2021-01-20,,8517,
F125110107284,F1,25,1,1,滋賀大学,彦根市馬場１－１－１,5228522,2021-01-20,,0276,
F125110107293,F1,25,1,1,滋賀医科大学,大津市瀬田月輪町,5202121,2021-01-20,,0420,
F125210107308,F1,25,2,1,滋賀県立大学,彦根市八坂町２５００,5228533,2021-01-20,,1216,
F125310107315,F1,25,3,1,成安造形大学,大津市仰木の里東４－３－１,5200248,2021-01-20,,2525,
F125310107324,F1,25,3,1,聖泉大学,彦根市肥田町７２０番地,5211123,2021-01-20,,2527,
F125310107333,F1,25,3,1,長浜バイオ大学,長浜市田村町１２６６番地,5260829,2021-01-20,,2528,
F125310107342,F1,25,3,1,びわこ成蹊スポーツ大学,大津市北比良１２０４番地,5200503,2021-01-20,,2529,
F125310107351,F1,25,3,1,びわこ学院大学,東近江市布施町29番地,5270081,2021-01-20,,2530,
F125310107360,F1,25,3,1,びわこリハビリテーション専門職大学 ,東近江市北坂町967 ,5270145,2021-01-20,,2531,
F225310107378,F2,25,3,1,滋賀文教短期大学,長浜市田村町３３５,5260829,2021-01-20,,5433,
F225310107387,F2,25,3,1,滋賀短期大学,大津市竜が丘２４－４,5200803,2021-01-20,,5502,
F225310107396,F2,25,3,1,びわこ学院大学短期大学部,東近江市布施町２９,5270081,2021-01-20,,5504,
F126110107407,F1,26,1,1,京都大学,京都市左京区吉田本町,6068501,2021-01-20,,0280,
F126110107416,F1,26,1,1,京都教育大学,京都市伏見区深草藤森町１,6120863,2021-01-20,,0284,
F126110107425,F1,26,1,1,京都工芸繊維大学,京都市左京区松ヶ崎橋上町,6060951,2021-01-20,,0288,
F126210107432,F1,26,2,1,京都市立芸術大学,京都市西京区大枝沓掛町１３－６,6101197,2021-01-20,,1220,
F126210107441,F1,26,2,1,京都府立大学,京都市左京区下鴨半木町１－５,6068522,2021-01-20,,1224,
F126210107450,F1,26,2,1,京都府立医科大学,京都市上京区河原町通広小路上る梶井町４６５,6020841,2021-01-20,,1228,
F126210107469,F1,26,2,1,福知山公立大学,福知山市字堀３３７０番地,6200866,2021-01-20,,1229,
F126310107476,F1,26,3,1,平安女学院大学,京都市上京区烏丸通下立売西入,6028013,2021-01-20,,2526,
F126310107485,F1,26,3,1,大谷大学,京都市北区小山上総町,6038143,2021-01-20,,2539,
F126310107494,F1,26,3,1,京都外国語大学,京都市右京区西院笠目町６,6158558,2021-01-20,,2540,
F126310107500,F1,26,3,1,京都産業大学,京都市北区上賀茂本山,6038555,2021-01-20,,2541,
F126310107519,F1,26,3,1,京都女子大学,京都市東山区今熊野北日吉町３５,6058501,2021-01-20,,2542,
F126310107528,F1,26,3,1,京都薬科大学,京都市山科区御陵中内町５,6078414,2021-01-20,,2543,
F126310107537,F1,26,3,1,京都光華女子大学,京都市右京区西京極葛野町３８,6150882,2021-01-20,,2544,
F126310107546,F1,26,3,1,種智院大学,京都市伏見区向島西定請７０,6128156,2021-01-20,,2545,
F126310107555,F1,26,3,1,京都橘大学,京都市山科区大宅山田町３４,6078175,2021-01-20,,2546,
F126310107564,F1,26,3,1,同志社大学,京都市上京区今出川通烏丸東入ル玄武町６０１,6020893,2021-01-20,,2547,
F126310107573,F1,26,3,1,同志社女子大学,京田辺市興戸南鉾立９７－１,6100395,2021-01-20,,2548,
F126310107582,F1,26,3,1,京都ノートルダム女子大学,京都市左京区下鴨南野々神町１,6060847,2021-01-20,,2549,
F126310107591,F1,26,3,1,花園大学,京都市中京区西ノ京壺ノ内町８－１,6048456,2021-01-20,,2550,
F126310107608,F1,26,3,1,佛教大学,京都市北区紫野北花ノ坊町９６,6038301,2021-01-20,,2551,
F126310107617,F1,26,3,1,立命館大学,京都市中京区西ノ京東栂尾町8,6048520,2021-01-20,,2552,
F126310107626,F1,26,3,1,龍谷大学,京都市伏見区深草塚本町６７,6128577,2021-01-20,,2553,
F126310107635,F1,26,3,1,京都先端科学大学,京都市右京区山ノ内五反田町１８番地,6158577,2021-01-20,,2554,
F126310107644,F1,26,3,1,京都精華大学,京都市左京区岩倉木野町１３７,6068588,2021-01-20,,2555,
F126310107653,F1,26,3,1,明治国際医療大学,南丹市日吉町保野田ヒノ谷6番地1,6290392,2021-01-20,,2556,
F126310107662,F1,26,3,1,京都芸術大学,京都市左京区北白川瓜生山２－１１６,6068271,2021-01-20,,2557,
F126310107671,F1,26,3,1,京都文教大学,宇治市槙島町千足８０,6110041,2021-01-20,,2558,
F126310107680,F1,26,3,1,嵯峨美術大学,京都市右京区嵯峨五島町１番地,6168362,2021-01-20,,2560,
F126310107699,F1,26,3,1,京都情報大学院大学,京都市左京区田中門前町７番地,6068225,2021-01-20,,2561,
F126310107706,F1,26,3,1,京都医療科学大学,南丹市園部町小山東町今北１番３,6220041,2021-01-20,,2562,
F126310107715,F1,26,3,1,京都華頂大学,京都市東山区林下町３－４５６,6050062,2021-01-20,,2563,
F126310107724,F1,26,3,1,京都美術工芸大学,京都市東山区鞘町通正面下る上堀詰町２７２番地１,6050991,2021-01-20,,2564,
F126310107733,F1,26,3,1,京都看護大学,京都市中京区壬生東高田町１－２１,6048845,2021-01-20,,2565,
F226310107741,F2,26,3,1,京都経済短期大学,京都市西京区大枝東長町３番の１,6101195,2021-01-20,,5538,
F226310107750,F2,26,3,1,池坊短期大学,京都市下京区室町通四条下ル鶏鉾町４９１,6008491,2021-01-20,,5539,
F226310107769,F2,26,3,9,大谷大学短期大学部,京都市北区小山上総町,6038143,2021-01-20,2022-05-01,5540,
F226310107778,F2,26,3,1,華頂短期大学,京都市東山区林下町３－４５６,6050062,2021-01-20,,5541,
F226310107787,F2,26,3,1,京都外国語短期大学,京都市右京区西院笠目町６,6158558,2021-01-20,,5542,
F226310107796,F2,26,3,1,京都光華女子大学短期大学部,京都市右京区西京極葛野町３８,6150882,2021-01-20,,5545,
F226310107803,F2,26,3,1,龍谷大学短期大学部,京都市伏見区深草塚本町６７,6128577,2021-01-20,,5548,
F226310107812,F2,26,3,1,京都文教短期大学,宇治市槙島町千足８０,6110041,2021-01-20,,5561,
F226310107821,F2,26,3,1,京都西山短期大学,長岡京市粟生西条２６,6170811,2021-01-20,,5563,
F226310107830,F2,26,3,1,嵯峨美術短期大学,京都市右京区嵯峨五島町１番地,6168362,2021-01-20,,5564,
G126110107842,G1,26,1,1,舞鶴工業高等専門学校,舞鶴市字白屋２３４,6258511,2021-01-20,,6624,
F127110107852,F1,27,1,1,大阪大学,吹田市山田丘１－１,5650871,2021-01-20,,0292,
F127110107861,F1,27,1,1,大阪教育大学,柏原市旭ケ丘４－６９８－１,5820026,2021-01-20,,0300,
F127210107878,F1,27,2,1,大阪市立大学,大阪市住吉区杉本３－３－１３８,5588585,2021-01-20,,1236,
F127210107887,F1,27,2,1,大阪府立大学,堺市中区学園町１番１号,5998531,2021-01-20,,1243,
F127210111989,F1,27,2,1,大阪公立大学,大阪市阿倍野区旭町一丁目２番７－６０１号,5450051,2022-05-01,,,
F127310107894,F1,27,3,1,大阪経済大学,大阪市東淀川区大隅２－２－８,5330015,2021-01-20,,2577,
F127310107901,F1,27,3,1,大阪工業大学,大阪市旭区大宮５－１６－１,5358585,2021-01-20,,2578,
F127310107910,F1,27,3,1,大阪歯科大学,枚方市楠葉花園町８－１,5731121,2021-01-20,,2579,
F127310107929,F1,27,3,1,相愛大学,大阪市住之江区南港中４－４－１,5590033,2021-01-20,,2580,
F127310107938,F1,27,3,1,桃山学院大学,和泉市まなび野１－１,5941198,2021-01-20,,2581,
