学校コード,学校種,都道府県番号,設置区分１,本分校,学校名,学校所在地,郵便番号,属性情報設定年月日,属性情報廃止年月日,旧学校調査番号,移行後の学校コード
F127310107947,F1,27,3,1,摂南大学,寝屋川市池田中町１７－８,5720074,2021-01-20,,2582,
F127310107956,F1,27,3,1,桃山学院教育大学,堺市南区槇塚台４－５－１,5900114,2021-01-20,,2583,
F127310107965,F1,27,3,1,大阪医科薬科大学,高槻市大学町２－７,5698686,2021-01-20,,2602,
F127310107974,F1,27,3,1,大阪音楽大学,豊中市庄内幸町１－１－８,5618555,2021-01-20,,2603,
F127310107983,F1,27,3,1,大阪学院大学,吹田市岸部南２－３６－１,5648511,2021-01-20,,2604,
F127310107992,F1,27,3,1,大阪芸術大学,南河内郡河南町東山４６９,5858555,2021-01-20,,2605,
F127310108009,F1,27,3,1,大阪産業大学,大東市中垣内３－１－１,5748530,2021-01-20,,2606,
F127310108018,F1,27,3,1,大阪樟蔭女子大学,東大阪市菱屋西４－２－２６,5770051,2021-01-20,,2607,
F127310108027,F1,27,3,1,大阪商業大学,東大阪市御厨栄町４－１－１０,5778505,2021-01-20,,2608,
F127310108036,F1,27,3,1,大阪体育大学,泉南郡熊取町朝代台１－１,5900496,2021-01-20,,2609,
F127310108045,F1,27,3,1,大阪電気通信大学,寝屋川市初町１８－８,5720833,2021-01-20,,2610,
F127310108054,F1,27,3,9,大阪薬科大学,高槻市奈佐原４－２０－１,5691041,2021-01-20,2021-05-27,2611,F127310107965
F127310108063,F1,27,3,1,大阪大谷大学,富田林市錦織北３－１１－１,5848540,2021-01-20,,2612,
F127310108072,F1,27,3,1,追手門学院大学,茨木市西安威2-1-15,5678502,2021-01-20,,2613,
F127310108081,F1,27,3,1,関西大学,吹田市山手町３－３－３５,5640073,2021-01-20,,2614,
F127310108090,F1,27,3,1,関西医科大学,枚方市新町2丁目5番1号,5731010,2021-01-20,,2615,
F127310108107,F1,27,3,1,関西外国語大学,枚方市中宮東之町１６－１,5731001,2021-01-20,,2616,
F127310108116,F1,27,3,1,近畿大学,東大阪市小若江３－４－１,5778502,2021-01-20,,2617,
F127310108125,F1,27,3,1,四天王寺大学,羽曳野市学園前３－２－１,5838501,2021-01-20,,2618,
F127310108134,F1,27,3,1,帝塚山学院大学,堺市南区晴美台４－２－２,5900113,2021-01-20,,2620,
F127310108143,F1,27,3,1,梅花女子大学,茨木市宿久庄２－１９－５,5678578,2021-01-20,,2621,
F127310108152,F1,27,3,1,阪南大学,松原市天美東５－４－３３,5808502,2021-01-20,,2622,
F127310108161,F1,27,3,1,大阪経済法科大学,八尾市楽音寺６－１０,5818511,2021-01-20,,2623,
F127310108170,F1,27,3,1,大阪国際大学,守口市藤田町６－２１－５７,5708555,2021-01-20,,2624,
F127310108189,F1,27,3,1,関西福祉科学大学,柏原市旭ケ丘３丁目１１－１,5820026,2021-01-20,,2625,
F127310108198,F1,27,3,1,太成学院大学,堺市美原区平尾１０６０－１,5878555,2021-01-20,,2626,
F127310108205,F1,27,3,1,常磐会学園大学,大阪市平野区喜連東１－４－１２,5470021,2021-01-20,,2627,
F127310108214,F1,27,3,1,大阪観光大学,泉南郡熊取町大久保南５丁目３番１号,5900493,2021-01-20,,2628,
F127310108223,F1,27,3,1,大阪人間科学大学,摂津市正雀１丁目４番１号,5668501,2021-01-20,,2629,
F127310108232,F1,27,3,1,羽衣国際大学,堺市西区浜寺南町１丁８９の１,5928344,2021-01-20,,2630,
F127310108241,F1,27,3,1,大阪成蹊大学,大阪市東淀川区相川３－１０－６２,5330007,2021-01-20,,2631,
F127310108250,F1,27,3,1,関西医療大学,泉南郡熊取町若葉２丁目１１番１号,5900433,2021-01-20,,2632,
F127310108269,F1,27,3,1,千里金蘭大学,吹田市藤白台５丁目２５番１号,5650873,2021-01-20,,2633,
F127310108278,F1,27,3,1,東大阪大学,東大阪市西堤学園町３丁目１番１号,5770044,2021-01-20,,2634,
F127310108287,F1,27,3,1,大阪女学院大学,大阪市中央区玉造２丁目２６番５４号,5400004,2021-01-20,,2635,
F127310108296,F1,27,3,1,藍野大学,茨木市東太田４丁目５番４号,5670012,2021-01-20,,2636,
F127310108303,F1,27,3,1,大阪青山大学,箕面市新稲２丁目１１番１号,5620005,2021-01-20,,2637,
F127310108312,F1,27,3,1,四條畷学園大学,大東市北条５丁目１１番１０号,5740011,2021-01-20,,2638,
F127310108321,F1,27,3,1,大阪河﨑リハビリテーション大学,貝塚市水間１５８番地,5970104,2021-01-20,,2639,
F127310108330,F1,27,3,1,大阪総合保育大学,大阪市東住吉区湯里６丁目４番２６号,5460013,2021-01-20,,2640,
F127310108349,F1,27,3,1,森ノ宮医療大学,大阪市住之江区南港北１－２６－１６,5598611,2021-01-20,,2642,
F127310108358,F1,27,3,1,大阪保健医療大学,大阪市北区天満１丁目９番２７号,5300043,2021-01-20,,2654,
F127310108367,F1,27,3,1,大阪物療大学,堺市西区鳳北町３丁３３,5938328,2021-01-20,,2656,
F127310108376,F1,27,3,1,滋慶医療科学大学,大阪市淀川区宮原１丁目２番８号,5320003,2021-01-20,,2657,
F127310108385,F1,27,3,1,大阪行岡医療大学,茨木市総持寺１－１－４１,5670801,2021-01-20,,2658,
F127310108394,F1,27,3,1,大和大学,吹田市片山町２－５－１,5640082,2021-01-20,,2659,
F127310108900,F1,27,3,1,宝塚大学,大阪市北区芝田１－１３－１６,5300012,2021-05-27,,2676,
F127310111898,F1,27,3,1,大阪国際工科専門職大学,大阪市北区梅田３－３－１,5300001,2021-05-27,,2660,
F127310111950,F1,27,3,1,大阪信愛学院大学,大阪市城東区古市２丁目７番３０号,5368585,2022-05-01,,,
F227310108400,F2,27,3,9,平安女学院大学短期大学部,高槻市南平台５－８１－１,5691042,2021-01-20,2022-05-01,5547,
F227310108419,F2,27,3,1,大阪キリスト教短期大学,大阪市阿倍野区丸山通１－３－６１,5450042,2021-01-20,,5577,
F227310108428,F2,27,3,1,大阪城南女子短期大学,大阪市東住吉区湯里６－４－２６,5460013,2021-01-20,,5579,
F227310108437,F2,27,3,1,大阪夕陽丘学園短期大学,大阪市天王寺区生玉寺町７－７２,5430073,2021-01-20,,5580,
F227310108446,F2,27,3,1,大阪信愛学院短期大学,大阪市城東区古市２－７－３０,5360001,2021-01-20,,5581,
F227310108455,F2,27,3,1,大阪成蹊短期大学,大阪市東淀川区相川３－１０－６２,5330007,2021-01-20,,5582,
F227310108464,F2,27,3,1,大阪女学院短期大学,大阪市中央区玉造２－２６－５４,5400004,2021-01-20,,5583,
F227310108473,F2,27,3,1,関西外国語大学短期大学部,枚方市中宮東之町１６－１,5731001,2021-01-20,,5585,
F227310108482,F2,27,3,1,常磐会短期大学,大阪市平野区平野南４－６－７,5470031,2021-01-20,,5588,
F227310108491,F2,27,3,1,大阪芸術大学短期大学部,大阪市東住吉区矢田２－１４－１９,5460023,2021-01-20,,5589,
F227310108507,F2,27,3,9,プール学院短期大学,大阪市生野区勝山北１－１９－３１,5440033,2021-01-20,2022-05-01,5590,
F227310108516,F2,27,3,1,堺女子短期大学,堺市堺区浅香山町１－２－２０,5900012,2021-01-20,,5602,
F227310108525,F2,27,3,9,大阪青山大学短期大学部,箕面市新稲２－１１－１,5620005,2021-01-20,2022-05-01,5603,
F227310108534,F2,27,3,1,大阪音楽大学短期大学部,豊中市庄内幸町１－１－８,5618555,2021-01-20,,5604,
F227310108543,F2,27,3,1,大阪学院大学短期大学部,吹田市岸部南２－３７－１,5648511,2021-01-20,,5605,
F227310108552,F2,27,3,1,大阪千代田短期大学,河内長野市小山田町１６８５,5860004,2021-01-20,,5608,
F227310108561,F2,27,3,1,関西女子短期大学,柏原市旭ケ丘３－１１－１,5820026,2021-01-20,,5612,
F227310108570,F2,27,3,1,近畿大学短期大学部,東大阪市小若江３－４－１,5778502,2021-01-20,,5613,
F227310108589,F2,27,3,1,四條畷学園短期大学,大東市学園町６－４５,5740001,2021-01-20,,5616,
F227310108598,F2,27,3,1,四天王寺大学短期大学部,羽曳野市学園前３－２－１,583-8501,2021-01-20,,5617,
F227310108605,F2,27,3,1,大阪国際大学短期大学部,守口市藤田町６－２１－５７,5700014,2021-01-20,,5620,
F227310108614,F2,27,3,1,東大阪大学短期大学部,東大阪市西堤学園町３丁目１番１号,5770044,2021-01-20,,5623,
F227310108623,F2,27,3,1,藍野大学短期大学部,茨木市太田３－９－２５,5670018,2021-01-20,,5625,
F227310108632,F2,27,3,1,大阪健康福祉短期大学,堺市南区高倉台１丁２－１,5900117,2021-01-20,,5629,
G127210108642,G1,27,2,1,大阪公立大学工業高等専門学校,寝屋川市幸町２６－１２,5720017,2021-01-20,,7120,
F128110108654,F1,28,1,1,神戸大学,神戸市灘区六甲台町１－１,6578501,2021-01-20,,0304,
F128110108663,F1,28,1,1,兵庫教育大学,加東市下久米９４２－１,6731494,2021-01-20,,0464,
F128210108670,F1,28,2,1,神戸市外国語大学,神戸市西区学園東町９－１,6512187,2021-01-20,,1248,
F128210108689,F1,28,2,1,神戸市看護大学,神戸市西区学園西町３－４,6512103,2021-01-20,,1258,
F128210108698,F1,28,2,1,兵庫県立大学,神戸市西区学園西町８－２－１,6512197,2021-01-20,,1263,
F128210111906,F1,28,2,1,芸術文化観光専門職大学,豊岡市山王町7-52,6680044,2021-05-27,,1269,
F128310108703,F1,28,3,1,甲南大学,神戸市東灘区岡本８－９－１,6580072,2021-01-20,,2643,
F128310108712,F1,28,3,1,甲南女子大学,神戸市東灘区森北町６－２－２３,6580001,2021-01-20,,2644,
F128310108721,F1,28,3,1,神戸海星女子学院大学,神戸市灘区青谷町２－７－１,6570805,2021-01-20,,2645,
F128310108730,F1,28,3,1,神戸学院大学,神戸市中央区港島１－１－３,6508586,2021-01-20,,2646,
F128310108749,F1,28,3,1,神戸女子大学,神戸市須磨区東須磨青山２－１,6540018,2021-01-20,,2647,
F128310108758,F1,28,3,1,神戸薬科大学,神戸市東灘区本山北町４－１９－１,6588558,2021-01-20,,2648,
F128310108767,F1,28,3,1,神戸松蔭女子学院大学,神戸市灘区篠原伯母野山町１－２－１,6570015,2021-01-20,,2649,
F128310108776,F1,28,3,1,神戸親和女子大学,神戸市北区鈴蘭台北町７－１３－１,6511111,2021-01-20,,2650,
F128310108785,F1,28,3,1,神戸国際大学,神戸市東灘区向洋町中９－１－６,6580032,2021-01-20,,2651,
F128310108794,F1,28,3,1,兵庫大学,加古川市平岡町新在家２３０１,6750101,2021-01-20,,2652,
F128310108801,F1,28,3,1,神戸常盤大学,神戸市長田区大谷町２丁目６番２号,6530838,2021-01-20,,2653,
F128310108810,F1,28,3,1,宝塚医療大学,宝塚市花屋敷緑ガ丘１,6660162,2021-01-20,,2655,
F128310108829,F1,28,3,1,芦屋大学,芦屋市六麓荘町１３－２２,6598511,2021-01-20,,2666,
F128310108838,F1,28,3,1,大手前大学,西宮市御茶家所町６－４２,6628552,2021-01-20,,2668,
F128310108847,F1,28,3,1,関西学院大学,西宮市上ケ原一番町１－１５５,6628501,2021-01-20,,2669,
F128310108856,F1,28,3,1,甲子園大学,宝塚市紅葉ガ丘１０－１,6650006,2021-01-20,,2670,
F128310108865,F1,28,3,1,神戸女学院大学,西宮市岡田山４－１,6628505,2021-01-20,,2671,
F128310108874,F1,28,3,1,園田学園女子大学,尼崎市南塚口町７－２９－１,6610012,2021-01-20,,2673,
F128310108883,F1,28,3,1,武庫川女子大学,西宮市池開町６－４６,6638558,2021-01-20,,2674,
F128310108892,F1,28,3,1,兵庫医科大学,西宮市武庫川町１－１,6638501,2021-01-20,,2675,
F128310108909,F1,28,3,9,宝塚大学,宝塚市花屋敷つつじガ丘７－２７,6650803,2021-01-20,2021-05-27,2676,F127310108900
F128310108918,F1,28,3,1,姫路獨協大学,姫路市上大野７－２－１,6708524,2021-01-20,,2677,
F128310108927,F1,28,3,1,流通科学大学,神戸市西区学園西町３－１,6512188,2021-01-20,,2678,
F128310108936,F1,28,3,1,神戸芸術工科大学,神戸市西区学園西町８－１－１,6512196,2021-01-20,,2679,
F128310108945,F1,28,3,1,関西福祉大学,赤穂市新田字釜家後３８０の３,6780255,2021-01-20,,2680,
F128310108954,F1,28,3,1,関西国際大学,三木市志染町青山１丁目１８,6730521,2021-01-20,,2681,
F128310108963,F1,28,3,1,神戸医療未来大学,神崎郡福崎町高岡字塩田１９６６番地の５,6792217,2021-01-20,,2683,
F128310108972,F1,28,3,1,神戸情報大学院大学,神戸市中央区加納町２丁目２番７号,6500001,2021-01-20,,2685,
F128310108981,F1,28,3,1,関西看護医療大学,淡路市志筑字船橋１４５６番４号,6562131,2021-01-20,,2686,
F128310108990,F1,28,3,9,兵庫医療大学,神戸市中央区港島１丁目３番６,6508530,2021-01-20,2022-05-01,2688,F128310108892
F128310109007,F1,28,3,1,姫路大学,姫路市大塩町２０４２番２,6710101,2021-01-20,,2689,
F228310109015,F2,28,3,1,大手前短期大学,西宮市御茶家所町６－４２,6628552,2021-01-20,,5584,
F228310109024,F2,28,3,1,神戸女子短期大学,神戸市中央区港島中町４－７－２,6500046,2021-01-20,,5646,
F228310109033,F2,28,3,1,神戸常盤大学短期大学部,神戸市長田区大谷町２－６－２,6530838,2021-01-20,,5647,
F228310109042,F2,28,3,9,神戸山手短期大学,神戸市中央区諏訪山町３－１,6500006,2021-01-20,2021-05-27,5648,
F228310109051,F2,28,3,1,頌栄短期大学,神戸市東灘区御影山手１－１８－１,6580065,2021-01-20,,5650,
F228310109060,F2,28,3,9,芦屋学園短期大学,芦屋市六麓荘町１４－１０,6598511,2021-01-20,2021-05-27,5667,
F228310109079,F2,28,3,1,豊岡短期大学,豊岡市戸牧１６０,6688580,2021-01-20,,5669,
F228310109088,F2,28,3,1,甲子園短期大学,西宮市瓦林町４－２５,6638107,2021-01-20,,5671,
F228310109097,F2,28,3,1,神戸教育短期大学,神戸市長田区西山町2-3-3,6530862,2021-01-20,,5672,
F228310109104,F2,28,3,1,聖和短期大学,西宮市岡田山７－５４,6620827,2021-01-20,,5673,
F228310109113,F2,28,3,1,園田学園女子大学短期大学部,尼崎市南塚口町７－２９－１,6610012,2021-01-20,,5674,
F228310109122,F2,28,3,1,産業技術短期大学,尼崎市西昆陽１－２７－１,6610047,2021-01-20,,5675,
F228310109131,F2,28,3,1,東洋食品工業短期大学,川西市南花屋敷４－２３－２,6660026,2021-01-20,,5676,
F228310109140,F2,28,3,1,兵庫大学短期大学部,加古川市平岡町新在家２３０１,6750101,2021-01-20,,5677,
F228310109159,F2,28,3,1,湊川短期大学,三田市四ツ辻１４３０,6691342,2021-01-20,,5678,
F228310109168,F2,28,3,1,武庫川女子大学短期大学部,西宮市池開町６－４６,6638558,2021-01-20,,5679,
F228310109177,F2,28,3,1,姫路日ノ本短期大学,姫路市香寺町香呂８９０－１,6792151,2021-01-20,,5681,
G128110109189,G1,28,1,1,明石工業高等専門学校,明石市魚住町西岡６７９－３,6748501,2021-01-20,,6632,
G128210109196,G1,28,2,1,神戸市立工業高等専門学校,神戸市西区学園東町８－３,6512102,2021-01-20,,7130,
F129110109206,F1,29,1,1,奈良教育大学,奈良市高畑町,6308301,2021-01-20,,0312,
F129110109215,F1,29,1,1,奈良女子大学,奈良市北魚屋東町,6308506,2021-01-20,,0316,
F129110109224,F1,29,1,1,奈良先端科学技術大学院大学,生駒市高山町８９１６－５,6300192,2021-01-20,,0492,
F129210109231,F1,29,2,1,奈良県立医科大学,橿原市四条町８４０,6348521,2021-01-20,,1264,
F129210109240,F1,29,2,1,奈良県立大学,奈良市船橋町１０,6308258,2021-01-20,,1266,
F129310109257,F1,29,3,1,帝塚山大学,奈良市帝塚山７－１－１,6318501,2021-01-20,,2690,
F129310109266,F1,29,3,1,天理大学,天理市杣之内町１０５０,6328510,2021-01-20,,2691,
F129310109275,F1,29,3,1,奈良大学,奈良市山陵町１５００,6318502,2021-01-20,,2692,
F129310109284,F1,29,3,1,奈良学園大学,奈良市中登美ヶ丘３－１５－１,6318524,2021-01-20,,2693,
F129310109293,F1,29,3,1,畿央大学,北葛城郡広陵町馬見中四丁目２番２,6350832,2021-01-20,,2694,
F129310109300,F1,29,3,1,天理医療大学,天理市別所町８０－１,6320018,2021-01-20,,2695,
F229310109318,F2,29,3,1,奈良芸術短期大学,橿原市久米町２２２,6340063,2021-01-20,,5690,
F229310109327,F2,29,3,1,奈良佐保短期大学,奈良市鹿野園町８０６,6308425,2021-01-20,,5692,
F229310109336,F2,29,3,1,白鳳短期大学,北葛城郡王寺町葛下１丁目７－１７,6360011,2021-01-20,,5696,
G129110109348,G1,29,1,1,奈良工業高等専門学校,大和郡山市矢田町２２,6391080,2021-01-20,,6636,
F130110109356,F1,30,1,1,和歌山大学,和歌山市栄谷９３０,6408510,2021-01-20,,0320,
F130210109363,F1,30,2,1,和歌山県立医科大学,和歌山市紀三井寺８１１－１,6418509,2021-01-20,,1268,
F130310109370,F1,30,3,1,高野山大学,伊都郡高野町高野山３８５,6480211,2021-01-20,,2705,
F130310109389,F1,30,3,1,和歌山信愛大学,和歌山市住吉町１,6408022,2021-01-20,,2706,
F130310111919,F1,30,3,1,和歌山リハビリテーション専門職大学,和歌山市湊本町三丁目1番地,6408222,2021-05-27,,2707,
F230310109397,F2,30,3,1,和歌山信愛女子短期大学,和歌山市相坂７０２－２,6400341,2021-01-20,,5705,
G130110109407,G1,30,1,1,和歌山工業高等専門学校,御坊市名田町野島７７,6440023,2021-01-20,,6640,
F131110109417,F1,31,1,1,鳥取大学,鳥取市湖山町南４－１０１,6800945,2021-01-20,,0324,
F131210109424,F1,31,2,1,公立鳥取環境大学,鳥取市若葉台北一丁目１番１号,6891111,2021-01-20,,1272,
F131310109431,F1,31,3,1,鳥取看護大学,倉吉市福庭８５４,6828555,2021-01-20,,2711,
F231310109449,F2,31,3,1,鳥取短期大学,倉吉市福庭８５４,6828555,2021-01-20,,5713,
G131110109451,G1,31,1,1,米子工業高等専門学校,米子市彦名町４４４８,6830854,2021-01-20,,6644,
F132110109461,F1,32,1,1,島根大学,松江市西川津町1060,6908504,2021-01-20,,0512,
F132210109478,F1,32,2,1,島根県立大学,浜田市野原町２４３３番２,6970016,2021-01-20,,1277,
F232210109486,F2,32,2,1,島根県立大学短期大学部,松江市浜乃木7-24-2,6900044,2021-01-20,,4538,
G132110109496,G1,32,1,1,松江工業高等専門学校,松江市西生馬町１４－４,6900865,2021-01-20,,6648,
F133110109503,F1,33,1,1,岡山大学,岡山市北区津島中１－１－１,7008530,2021-01-20,,0332,
F133210109510,F1,33,2,1,岡山県立大学,総社市窪木１１１,7191112,2021-01-20,,1278,
F133210109529,F1,33,2,1,新見公立大学,新見市西方１２６３番地２,7188585,2021-01-20,,1279,
F133310109536,F1,33,3,1,吉備国際大学,高梁市伊賀町８,7168508,2021-01-20,,2725,
F133310109545,F1,33,3,1,岡山商科大学,岡山市北区津島京町２－１０－１,7008601,2021-01-20,,2726,
F133310109554,F1,33,3,1,岡山理科大学,岡山市北区理大町１－１,7000005,2021-01-20,,2727,
F133310109563,F1,33,3,1,くらしき作陽大学,倉敷市玉島長尾３５１５,7100292,2021-01-20,,2728,
F133310109572,F1,33,3,1,ノートルダム清心女子大学,岡山市北区伊福町２－１６－９,7008516,2021-01-20,,2729,
F133310109581,F1,33,3,1,川崎医科大学,倉敷市松島５７７,7010192,2021-01-20,,2730,
F133310109590,F1,33,3,1,就実大学,岡山市中区西川原１－６－１,7038516,2021-01-20,,2731,
F133310109607,F1,33,3,1,川崎医療福祉大学,倉敷市松島２８８,7010193,2021-01-20,,2732,
F133310109616,F1,33,3,1,山陽学園大学,岡山市中区平井１－１４－１,7038501,2021-01-20,,2733,
F133310109625,F1,33,3,1,倉敷芸術科学大学,倉敷市連島町西之浦２６４０,7128505,2021-01-20,,2734,
F133310109634,F1,33,3,1,岡山学院大学,倉敷市有城７８７番地,7108511,2021-01-20,,2735,
F133310109643,F1,33,3,1,中国学園大学,岡山市北区庭瀬８３番地,7010197,2021-01-20,,2736,
F133310109652,F1,33,3,1,環太平洋大学,岡山市瀬戸町観音寺７２１番地,7090863,2021-01-20,,2737,
F133310109661,F1,33,3,1,岡山医療専門職大学 ,岡山市北区大供3丁目2-18 ,7000913,2021-01-20,,2738,
F133310109670,F1,33,3,1,美作大学,津山市北園町５０,7088511,2021-01-20,,2743,
F233210109680,F2,33,2,1,倉敷市立短期大学,倉敷市児島稗田町１６０,7110937,2021-01-20,,4542,
F233210109699,F2,33,2,9,新見公立短期大学,新見市西方１２６３－２,7180017,2021-01-20,2021-05-27,4546,
F233310109704,F2,33,3,1,就実短期大学,岡山市中区西川原１－６－１,7038516,2021-01-20,,5726,
F233310109713,F2,33,3,1,岡山短期大学,倉敷市有城７８７番地,7108511,2021-01-20,,5727,
F233310109722,F2,33,3,1,作陽短期大学,倉敷市玉島長尾３５２４,7100292,2021-01-20,,5728,
F233310109731,F2,33,3,1,中国短期大学,岡山市北区庭瀬８３番地,7010197,2021-01-20,,5730,
F233310109740,F2,33,3,1,美作大学短期大学部,津山市北園町５０,7088511,2021-01-20,,5731,
F233310109759,F2,33,3,1,山陽学園短期大学,岡山市中区平井１－１４－１,7038501,2021-01-20,,5732,
F233310109768,F2,33,3,1,川崎医療短期大学,岡山市北区中山下二丁目1-70,7000821,2021-01-20,,5733,
G133110109770,G1,33,1,1,津山工業高等専門学校,津山市沼６２４－１,7080824,2021-01-20,,6652,
F134110109780,F1,34,1,1,広島大学,東広島市鏡山１－３－２,7300053,2021-01-20,,0336,
F134210109797,F1,34,2,1,県立広島大学,広島市南区宇品東１丁目１番７１号,7348558,2021-01-20,,1282,
F134210109804,F1,34,2,1,尾道市立大学,尾道市久山田町１６００番地２,7228506,2021-01-20,,1283,
F134210109813,F1,34,2,1,広島市立大学,広島市安佐南区大塚東３－４－１,7313194,2021-01-20,,1287,
F134210109822,F1,34,2,1,福山市立大学,福山市港町二丁目１９－１,7210964,2021-01-20,,1295,
F134210111926,F1,34,2,1,叡啓大学,広島市中区幟町1-5,7300016,2021-05-27,,1296,
F134310109839,F1,34,3,1,エリザベト音楽大学,広島市中区幟町４－１５,7300016,2021-01-20,,2744,
F134310109848,F1,34,3,1,広島経済大学,広島市安佐南区祇園５－３７－１,7310138,2021-01-20,,2745,
F134310109857,F1,34,3,1,広島工業大学,広島市佐伯区三宅２－１－１,7315193,2021-01-20,,2746,
F134310109866,F1,34,3,1,広島修道大学,広島市安佐南区大塚東１－１－１,7313195,2021-01-20,,2747,
